id,split,V,A,D,text,anger,disgust,fear,joy,sadness,surprise
1118,train,3.5,3.2,3.2,Feeding your brain: new benefits found in chocolate,0,0,0,70,0,35
1119,train,3.0,3.0,3.0,Some cocoa may improve brain blood flow,0,0,0,71,0,41
112,train,2.56,2.78,2.67,Students lose their rite of passage,0,0,0,0,25,0
1120,train,3.0,3.0,3.12,Lawyer for deceased Nazi-era collaborator Papon vows to bury him,23,12,16,16,22,10
1121,test,3.57,3.0,3.0,"Cocoa could be antidote to age-related diseases, says new study",0,0,2,66,2,45
1123,train,2.56,3.0,3.0,Hungarian opposition calls for vote after violence escalates,38,17,33,0,14,7
1124,train,2.6,3.1,3.0,AU regrets Sudan's expulsion of UN envoy,16,17,10,0,39,10
1125,train,2.71,2.86,3.14,Bush officials: no big move in Iraq plan,20,13,24,0,19,0
1126,test,3.0,2.9,3.1,Opponent is put on the spot over remarks about Clinton,4,7,0,13,0,17
1127,train,3.0,2.71,2.86,House ethics panel talks to Hastert aide,0,0,0,29,0,12
1128,train,3.2,3.3,3.5,BellSouth says profit rises 30% on cingular earnings,0,0,0,57,0,15
1129,train,3.0,3.2,3.4,Enron boss gets 24-year sentence,18,18,5,14,35,17
113,train,2.86,2.86,3.0,Putin vows to tackle illegal immigration,10,7,0,0,10,3
1130,train,2.8,2.8,3.0,Sony apologizes for battery recall,4,8,4,20,13,10
1131,train,3.12,3.12,3.25,Google unveils do-it-yourself search engine,0,0,0,42,0,38
1132,train,3.3,3.0,3.0,Firefox 2.0 hits the Web,0,0,0,54,0,17
1133,train,3.11,3.0,3.11,Oracle World opens with Dell unveiling AMD-powered computers,0,0,0,56,0,22
1134,train,2.7,2.9,2.8,Seahawks' QB Hasselbeck out 2-4 weeks,0,0,0,6,31,10
1135,dev,3.4,2.9,3.1,Marathon winner released from hospital,0,0,3,63,7,4
1136,train,2.8,3.1,3.0,Punter charged with stabbing asks to live outside state,46,18,17,0,25,24
1138,train,3.0,2.89,3.0,Trying to assess the damage in Cleveland,0,0,6,0,38,2
1139,train,3.2,2.9,3.3,Bryant's boot may have salvaged Bucs' season,0,0,0,39,0,17
114,dev,2.5,3.2,3.3,Ottawa must redefine 'terror',0,0,66,0,10,0
1140,train,3.0,2.7,2.9,This week in auto racing October 27 - October 29,0,0,0,2,0,1
1141,train,2.2,3.5,2.8,Merriman violation stuns ex-teammate,6,13,9,0,15,35
1142,train,2.6,3.2,3.1,Bruce revells in upset,14,0,0,0,14,8
1143,train,2.2,2.6,2.6,Steelers' Roethlisberger has concussion,0,0,4,0,62,12
1144,train,2.8,3.0,3.0,Arthurs upsets Robredo in first round at the St. Petersburg Open,10,0,0,22,15,29
1145,train,3.37,2.82,3.09,Mbeki: 2010 World Cup Planning on Track,0,0,0,35,0,2
1147,train,3.27,3.18,3.18,MS Adds Office 2007 to Vista Coupon Program,0,0,0,42,0,22
1148,train,2.67,2.89,3.0,One search does not fit all,0,3,0,0,9,10
1149,train,2.82,2.82,3.36,Apple's dark secret? The 39% claim,4,0,4,0,9,23
115,train,2.7,2.8,3.0,"Britain to Limit Workers from Romania, Bulgaria",5,10,22,0,10,0
1150,train,2.38,3.12,2.88,Bad weather cancels men's downhill,0,0,5,2,51,12
1151,dev,3.5,3.37,3.25,Cool millions for YouTube founders,0,0,0,67,0,18
1152,test,3.12,3.25,3.0,"London market a shopping, dining haven",0,0,0,49,0,4
1153,train,3.5,3.37,3.0,'Jackass' star marries childhood friend The secrets people reveal,0,0,0,52,0,29
1154,train,3.2,2.9,3.0,Audio Slide Show: A love story lasting 61 years,0,0,0,68,0,30
1155,train,3.36,3.0,3.27,Microsoft to release next generation phone,0,0,0,51,0,33
1156,train,2.4,3.1,2.9,Body Shop's Roddick has Hepatitis C,0,0,18,0,48,43
1157,test,2.8,3.0,3.0,Teen allegedly armed by mom turns self in,8,7,38,6,25,38
1158,dev,2.7,3.2,3.3,Oxfam: action needed for Chad,0,0,1,11,0,8
1159,train,2.13,3.25,2.75,Violence continues at disputed holy site,31,2,31,0,38,2
116,train,3.0,3.12,3.12,Top General Optimistic on Iraq,28,30,0,27,44,0
1160,train,2.0,3.12,2.87,Storm leaves behind major travel troubles,7,0,33,0,53,6
1161,train,2.25,3.25,2.87,3 U.S. troops killed hunting weapons cache,13,2,30,0,74,1
1162,train,3.1,2.8,3.0,China's 'Friends' highlights Web freedoms,4,5,6,48,8,16
1163,train,3.2,3.0,2.8,NATO: Afghanistan peace 'by 2009',0,0,11,67,17,19
1164,train,3.14,3.29,3.14,Alaska's northern lights captivate Japanese,0,0,0,52,0,28
1165,train,2.6,3.0,2.9,Smith can't be buried until hearing,13,16,0,0,59,21
1166,train,3.5,3.37,3.25,Spacewalker sets new U.S. record,0,0,0,67,0,23
1167,train,2.9,3.1,3.2,Fortune: India the Superpower? Think again,0,2,12,22,8,46
1168,train,2.7,3.2,3.1,Kerry blasts 'escalation of misguided war',44,17,29,16,28,16
1169,train,2.8,2.9,3.2,Anna Nicole claimant: A prince of a guy?,0,0,0,1,22,27
117,train,3.37,3.12,3.12,Kim Osorio Wins Sexual Harrassment Suit Against The Source,8,8,0,36,3,0
1170,train,3.5,3.2,3.2,'Ronnie' and Eto'o hug and make up,0,0,0,52,0,8
1171,train,3.4,2.9,3.0,Best of the Chicago Auto Show,0,0,0,40,0,11
1172,train,3.6,3.0,3.2,"'Grey's,' 'Betty,' 'Scrubs' get boost",0,0,0,51,0,11
1173,train,1.89,2.89,2.78,Massive mud traps dozens of families,6,0,56,0,76,32
1174,train,3.0,3.0,3.0,"Edwards blogger quits, becomes journalistic martyr",0,0,14,8,34,40
1175,train,2.0,3.4,2.7,Town packs gym to mourn 10 killed in fire,4,0,20,0,82,10
1176,test,3.11,3.22,2.67,Spain ahead although Nadal is out,0,0,7,46,7,28
1178,train,2.6,3.1,3.1,Iran rejects US claims of supplying weapons in Iraq,27,15,34,10,18,9
1179,test,3.2,3.0,3.1,Jakarta begins disinfection,0,0,18,44,6,11
118,train,2.9,2.9,2.9,Silly and substantial,0,1,0,2,0,0
1180,train,2.6,3.0,3.1,"Rowling 'heartbroken,' 'euphoric' at 'Potter's' end",0,0,2,22,44,15
1181,train,3.0,2.9,3.1,Apple revs up Mac attacks on Vista,5,26,5,12,11,23
1182,train,2.29,3.14,2.71,Fear hinders black marrow donation,0,0,51,0,42,11
1183,train,2.8,2.8,2.9,Texan allegedly joined Somalia rebel plot,45,9,19,0,30,29
1184,dev,3.3,3.2,3.2,"U.S. to allow 7,000 Iraqi refugees",4,0,12,33,14,28
1185,train,2.12,3.38,3.5,Japan: Whaling activists 'terrorists',29,22,43,12,10,5
1186,train,2.9,3.0,3.2,'Hannibal' bites the big one,0,2,13,5,0,28
1187,train,2.8,3.2,2.9,Women protest Pakistan demolition,36,26,13,0,26,31
1188,train,3.0,2.9,2.9,Wii news for gamers,0,0,0,43,0,32
1189,test,2.8,2.9,3.0,Democrats look beyond symbolic vote on Iraq,6,8,6,28,3,15
119,test,3.63,3.13,3.12,Official laughs for Borat,24,22,0,34,25,0
1190,train,2.88,3.0,3.0,Portugal to vote on abortion laws,2,8,10,20,13,24
1191,train,2.2,3.6,2.5,Frustration rises as North Korea nuclear talks stall,32,9,40,2,27,2
1193,train,2.56,3.67,2.67,Scam lures victims with free puppy offer,14,22,11,3,20,33
1194,test,3.12,2.88,3.0,Two Koreas to resume talks,1,0,5,47,4,11
1195,test,2.9,3.2,3.0,Mickelson driving force at masters,0,0,0,28,0,9
1196,train,3.0,2.6,3.1,England opt for Bopara over Loye,0,0,0,15,6,15
1197,dev,3.22,3.56,3.33,Create own 'Thrillville' for a wild ride,0,0,5,33,0,14
1198,dev,2.7,3.3,2.8,Edwards' campaign blogger quits amid Catholic controversy,6,7,10,1,18,33
12,train,2.8,3.0,3.0,Nicole Kidman asks dad to help stop husband's drinking,14,0,20,0,28,16
120,train,2.8,3.0,3.1,Speaker Hastert testifies before panel probing sex scandal,9,18,0,0,14,0
1200,train,3.25,3.0,3.13,"Dolphins, sea lions may report for duty soon",0,0,1,33,2,12
1201,train,2.57,2.86,3.0,Nasdaq-LSE battle nears deadline,0,0,26,8,0,13
1202,train,2.8,3.1,2.7,A personal plea for HPV vaccine plan,0,0,13,20,19,13
1203,train,3.1,3.1,3.2,U.S. opens door for Iraqi refugees,2,0,19,46,10,31
1204,test,2.2,3.0,3.1,Swiss plane crashes at Moscow airport,7,0,31,0,82,17
1205,train,3.22,3.22,3.22,Study: napping might help heart,0,0,0,57,0,30
1207,train,2.0,3.25,3.5,"Telecoms giant slashes 12,500 jobs",11,0,19,0,67,24
1208,train,3.5,3.25,3.12,Air France KLM profit rises,0,0,0,59,0,15
1209,train,2.8,3.1,2.9,Uganda parliament votes to send troops to Somalia,8,1,39,16,22,13
121,train,3.0,3.0,3.0,On Educating Sexes Separately,0,0,0,0,0,0
1210,train,3.2,2.9,3.1,King and queen reign at British film awards,0,0,0,53,0,23
1211,dev,3.2,2.9,3.2,Murphys rule box office with 'Norbit',0,0,0,42,7,28
1212,train,2.72,3.43,3.43,Thousands rally in Lebanon,23,8,45,0,19,20
1213,train,3.0,3.0,3.0,Yahoo's mission quest,0,0,0,13,0,10
1214,dev,3.0,2.9,2.9,Area should get 3-5 inches of snow today,0,0,2,28,0,16
1215,train,3.4,3.1,3.2,Miss Brazil wins lawsuit competition,0,0,6,58,0,21
1216,dev,2.1,3.1,2.5,"Snow wreaks havoc in East, Midwest",3,0,44,0,54,18
1217,train,3.0,3.0,3.0,The secrets people reveal,0,6,6,0,0,34
1218,test,3.0,3.0,2.89,Research supports medicinal marijuana,0,0,3,32,4,60
1219,train,3.29,3.29,3.29,All African amputee football games kick off,3,0,3,52,17,16
1220,train,2.5,3.3,2.7,Group: Video shows chopper go down,9,0,26,0,60,23
1221,dev,2.88,2.88,3.0,Sale of Chrysler possible,0,0,0,35,16,19
1222,train,2.5,3.12,3.12,Russia condemns terrorist acts on buses outside Beirut,37,14,43,13,47,5
1223,train,3.7,3.2,3.3,Technology may save India's river dolphins,0,0,5,66,12,20
1224,dev,3.1,3.2,3.1,Airbus A380 superjumbo takes off,0,0,0,59,3,17
1225,train,3.3,2.8,2.9,Naps are great for chaps,0,0,0,60,0,31
1227,train,3.0,3.0,3.0,Corn stoves popping up in U.S. homes,0,0,0,13,0,37
1228,test,2.75,2.75,3.13,Iraq closes borders with Syria and Iran,14,12,38,0,42,24
1229,train,2.5,3.38,2.75,The troubling ending of 'The Departed',11,2,15,0,36,27
1232,train,2.9,2.8,3.1,Obama will run in 2008,0,0,0,49,0,11
1233,train,3.8,3.3,3.2,'Cagney and Lacey' finally coming to DVD,0,0,0,47,0,22
1235,train,2.29,2.71,3.0,Salt Lake City mall shooter was teenager,14,1,19,0,54,50
1238,train,3.1,3.1,3.1,Obama announces presidential bid,0,0,0,37,0,28
1239,dev,3.3,3.0,3.3,Tell your boss: Naps are good for you,0,0,0,40,0,36
124,dev,2.38,3.0,3.12,Ukraine gas deal marred by fears,21,20,84,0,25,0
1240,train,2.5,3.0,2.9,Serbia rejects United Nation's Kosovo plan,28,10,12,0,23,15
1241,test,2.4,2.8,3.0,Amish discuss shootings,4,1,28,0,31,10
1242,train,2.56,3.44,3.44,"Jail me, I ate Ivory Coast chocolate",1,17,1,7,0,25
1243,train,3.0,3.0,3.17,Can North Korea be trusted?,15,14,21,0,6,8
1244,train,2.4,3.0,2.8,Tourism lags in Bush's hometown,0,0,0,0,20,14
1245,dev,2.88,2.88,3.0,Astronaut's arrest tests NASA's mettle,7,0,4,0,16,50
1246,dev,3.38,2.87,3.12,Man gets second chance at space ride,0,0,6,55,0,20
1247,train,3.44,3.11,3.33,"Go ahead, take a nap, science says",0,0,0,39,0,40
1248,train,2.9,3.2,3.0,Weekly Nielsen will 'Lost' find its way back?,0,0,11,17,9,11
1249,train,2.44,3.0,2.78,Brith Airways baggage charges cause confusion,5,13,4,0,14,18
125,train,2.5,3.12,3.0,Marathon victory comes at heavy cost,5,0,0,38,38,0
1250,train,2.0,3.5,3.13,Indonesian with bird flu dies,0,0,45,0,73,21
1252,train,2.86,3.14,3.29,New York City may ban iPods while crossing street,3,0,8,25,16,28
1253,train,2.7,3.4,3.0,Boy allegedly told to kill by mom gives up,21,14,9,16,56,33
1254,dev,3.67,3.33,3.0,Gray wolves off endangered list,0,0,18,55,6,12
1255,dev,3.0,3.29,3.29,Vista's hyped security will be tested,0,0,8,9,0,1
1256,dev,2.2,3.5,3.3,UK police slammed over terror raid,23,11,48,0,15,17
1257,train,2.1,3.6,2.4,Mogadishu residents flee blasts,4,0,35,8,22,14
1258,test,2.3,3.2,2.7,Bomb kills 18 on military bus in Iran,2,1,65,0,85,21
1259,train,3.5,3.5,3.37,"'WarioWare,' Wii make perfect fit",0,0,0,27,0,12
126,train,2.5,2.83,2.66,College tuition continues climbing,54,31,3,0,40,3
1260,dev,2.6,2.9,2.8,U.S. at odds with cleric's aide,11,2,27,0,11,8
1261,train,2.62,3.12,3.12,Desperate Iraqi mother relies on militia for help,14,3,21,0,67,21
1262,train,3.0,3.0,3.0,Full details of the EU report on Iran,6,0,14,12,11,16
1263,train,3.4,3.1,3.0,Singer on Cowell: Glad he was mean,0,4,0,20,2,8
1264,test,2.57,2.71,2.86,Jones faces Europe meetings snub,4,2,6,0,21,9
1265,train,3.3,3.3,3.1,Beckham goal helps Real snatch win,0,0,0,53,0,12
1266,train,2.8,3.1,2.8,Guinea: Plan offices close as country declares emergency,0,0,43,0,17,14
1267,train,3.44,3.22,3.22,Japan's economy grows,0,0,0,62,0,15
1268,train,2.71,3.29,3.14,United Nations peacekeepers raid Haitian slum,3,0,7,28,22,20
1269,train,3.1,2.6,3.0,Work starts on Arctic seed vault,0,0,1,45,0,21
127,dev,2.13,3.62,2.62,German paper shows soldiers desecrating skull,43,66,17,0,37,0
1270,train,3.3,3.0,3.1,Social networking goes mobile,0,0,0,45,0,20
1271,train,3.14,3.0,3.14,"Beauticians cut, curl, offer stroke-prevention info",0,0,0,40,1,29
1272,train,3.5,2.9,3.0,"Siesta cuts risk of heart disease death, study finds",0,0,6,49,3,55
1273,train,3.0,2.9,3.0,Thomas Cook to merge with MyTravel,0,0,0,29,0,20
1274,train,3.7,3.0,3.1,Nap your way to a successful career,0,0,0,37,0,29
1275,test,2.5,3.3,3.1,Village buried by 100 inches of snow,3,0,47,1,50,21
1276,train,3.2,3.1,3.2,Oprah announces new book club pick,0,0,0,39,0,23
1277,train,3.33,3.11,3.22,The science of love ... and lust,0,1,1,23,0,8
1278,train,2.22,3.0,3.0,"Northeaster cancels flights, shuts schools",11,1,11,0,47,20
1279,train,3.29,2.57,3.0,Napping may be good for your heart,0,0,0,51,0,35
128,train,2.55,3.18,3.0,"War is close, Ethiopia tells Somali rebels",52,33,57,12,40,0
1280,dev,2.2,3.2,2.8,Ryan O'Neal injured son's girlfriend,32,1,11,0,51,32
1281,test,2.2,3.0,2.6,Chrysler's Valentine's Day massacre,0,13,46,2,60,22
1282,train,2.6,3.1,3.2,Madrid bombings trial begins,1,0,46,34,36,13
1283,dev,2.7,3.3,3.0,Fight starts over HPV vaccine,14,22,10,14,11,11
1284,train,3.3,3.2,3.1,Autos drive European gains,0,0,1,48,0,19
1285,train,2.9,2.9,3.1,James Brown's partner can get her things,0,0,2,21,6,4
1286,train,2.4,3.0,3.0,Auto show canceled,0,0,0,2,35,17
1287,train,2.82,2.91,2.82,UK luxury maker Burberry: 'Made in China'?,0,1,0,0,3,30
1288,train,3.4,3.3,3.1,On-the-job naps might cut heart risk,0,0,4,43,0,42
1289,dev,3.12,3.12,3.0,"No. 1 Florida survives Rupp Arena, streak hits 16",0,0,0,39,0,6
129,train,3.2,3.2,3.2,Advantage Cardinals with Suppan in Game 4,0,0,0,4,0,0
1290,train,2.9,3.1,3.0,J.K. Rowling marks spot of 'Potter's' end,0,0,2,6,36,21
1291,train,3.3,3.0,3.4,Gronholm takes a commanding lead,0,0,0,37,0,6
1292,train,2.67,3.44,3.56,Howard slams Obama on Iraq policy,29,18,9,1,8,12
1293,train,3.1,3.1,2.9,Manila hints at ransom approval,3,1,8,0,16,11
1294,train,3.0,2.9,2.9,Champion Murray too good for Kim,0,4,0,8,3,7
1295,train,2.9,3.0,3.0,"G7: Yen skates by, yuan singled out",2,0,4,8,15,6
1296,train,2.7,2.9,2.8,Gunman 'was Srebrenica survivor',4,0,19,7,17,30
